Ano;Mês;Data;Distrito;Concelho;Freguesia;Nível de Tensão;Energia Ativa (kWh);CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;01;2024-01;AVEIRO;Arouca;ESCARIZ;Muito Alta, Alta e Média Tensões;433157.436;01;0104;010409
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;DELAES;Baixa Tensão;639517.755;03;0312;031213
2024;01;2024-01;CASTELO BRANCO;Oleiros;SARNADAS DE SAO SIMAO;Baixa Tensão;30192.167;05;0506;050610
2024;01;2024-01;FARO;Aljezur;BORDEIRA;Baixa Tensão;215990.916;08;0803;080302
2024;01;2024-01;FARO;Silves;SILVES;Baixa Tensão;2724886.749;08;0813;081307
2024;01;2024-01;LISBOA;Torres Vedras;VENTOSA;Baixa Tensão;820158.481;11;1113;111318
2024;01;2024-01;LISBOA;Vila Franca de Xira;UF CASTANH RIBATEJO CACHOEIRAS;Muito Alta, Alta e Média Tensões;12745022.398;11;1114;111414
2024;01;2024-01;PORTALEGRE;Portalegre;UF RIBEIRA DE NISA E CARREIRAS;Baixa Tensão;380165.359;12;1214;121413
2024;01;2024-01;PORTO;Paredes;BALTAR;Muito Alta, Alta e Média Tensões;292345.711;13;1310;131003
2024;01;2024-01;VISEU;Santa Comba Dão;SAO JOANINHO;Baixa Tensão;181001.148;18;1814;181405
2024;02;2024-02;BRAGANCA;Alfândega da Fé;ALFANDEGA DA FE;Baixa Tensão;164915.555;04;0401;040102
2024;02;2024-02;GUARDA;Trancoso;UF FRECHES E TORRES;Baixa Tensão;33656.513;09;0913;091330
2024;02;2024-02;LISBOA;Cadaval;VERMELHA;Muito Alta, Alta e Média Tensões;160965.743;11;1104;110409
2024;02;2024-02;PORTO;Penafiel;PENAFIEL;Baixa Tensão;1192797.572;13;1311;131139
2024;02;2024-02;SETUBAL;Palmela;QUINTA DO ANJO;Baixa Tensão;1246259.252;15;1508;150804
2024;02;2024-02;VISEU;Armamar;UF SAO ROMAO E SANTIAGO;Baixa Tensão;13966.611;18;1801;180122
2024;01;2024-01;VILA REAL;Chaves;UF S CRUZ/TRINDADE E SANJURGE;Baixa Tensão;752785.447;17;1703;170358
2024;01;2024-01;VISEU;Armamar;QUEIMADA;Baixa Tensão;53303.93;18;1801;180109
2024;02;2024-02;BRAGANCA;Bragança;QUINTELA DE LAMPACAS;Baixa Tensão;16439.07;04;0402;040233
2024;02;2024-02;CASTELO BRANCO;Covilhã;UF CASEGAS E OURONDO;Baixa Tensão;52218.751;05;0503;050334
2024;02;2024-02;EVORA;Borba;BORBA (MATRIZ);Muito Alta, Alta e Média Tensões;141583.858;07;0703;070301
2024;02;2024-02;GUARDA;Sabugal;BISMULA;Baixa Tensão;5131.344;09;0911;091111
2024;01;2024-01;COIMBRA;Figueira da Foz;VILA VERDE;Muito Alta, Alta e Média Tensões;4834556.969;06;0605;060513
2024;01;2024-01;VILA REAL;Santa Marta de Penaguião;UF LOBRIGOS E SANHOANE;Muito Alta, Alta e Média Tensões;59731.18;17;1711;171111
2024;02;2024-02;BRAGA;Vila Verde;SOUTELO;Muito Alta, Alta e Média Tensões;74643.827;03;0313;031352
2024;02;2024-02;PORTO;Vila Nova de Gaia;AVINTES;Baixa Tensão;663563.106;13;1317;131702
2024;01;2024-01;AVEIRO;Arouca;SAO MIGUEL DO MATO;Baixa Tensão;86540.087;01;0104;010417
2024;01;2024-01;BRAGA;Barcelos;ABADE DE NEIVA;Baixa Tensão;477506.385;03;0302;030201
2024;01;2024-01;BRAGANCA;Mirandela;BOUCA;Baixa Tensão;51802.069;04;0407;040708
2024;01;2024-01;BRAGANCA;Mogadouro;VILA DE ALA;Baixa Tensão;37284.161;04;0408;040826
2024;01;2024-01;COIMBRA;Figueira da Foz;PAIAO;Muito Alta, Alta e Média Tensões;662446.363;06;0605;060523
2024;01;2024-01;COIMBRA;Tábua;CARAPINHA;Baixa Tensão;85513.608;06;0616;061603
2024;01;2024-01;GUARDA;Guarda;UF ROCHOSO E MONTE MARGARIDA;Baixa Tensão;44199.999;09;0907;090765
2024;01;2024-01;LEIRIA;Alcobaça;BARRIO;Baixa Tensão;318501.393;10;1001;100104
2024;01;2024-01;SANTAREM;Torres Novas;ASSENTIZ;Muito Alta, Alta e Média Tensões;95930.056;14;1419;141902
2024;01;2024-01;VILA REAL;Chaves;PLANALTO DE MONFORTE;Baixa Tensão;56719.814;17;1703;170353
2024;02;2024-02;AVEIRO;Mealhada;VACARICA;Muito Alta, Alta e Média Tensões;13395.741;01;0111;011107
2024;02;2024-02;BEJA;Ourique;UF PANOIAS E CONCEICAO;Baixa Tensão;37375.664;02;0212;021208
2024;02;2024-02;BRAGA;Amares;UF CALDELAS SEQUEIROS PARANHOS;Baixa Tensão;85799.021;03;0301;030126
2024;02;2024-02;BRAGA;Amares;UF FERREIROS PROZELO BESTEIROS;Baixa Tensão;361814.758;03;0301;030127
2024;02;2024-02;BRAGA;Póvoa de Lanhoso;POVOA DE LANHOSO;Muito Alta, Alta e Média Tensões;198874.453;03;0309;030919
2024;02;2024-02;PORTO;Penafiel;SEBOLIDO;Baixa Tensão;49291.681;13;1311;131134
2024;02;2024-02;VIANA DO CASTELO;Ponte de Lima;FONTAO;Baixa Tensão;71047.761;16;1607;160721
2024;01;2024-01;PORTALEGRE;Nisa;SAO MATIAS;Muito Alta, Alta e Média Tensões;43534.645;12;1212;121208
2024;01;2024-01;VIANA DO CASTELO;Ponte de Lima;ARCA E PONTE DE LIMA;Baixa Tensão;1545562.973;16;1607;160752
2024;02;2024-02;EVORA;Estremoz;UF ESTREMOZ;Baixa Tensão;724841.965;07;0704;070414
2024;02;2024-02;LISBOA;Sobral de Monte Agraço;SANTO QUINTINO;Baixa Tensão;254982.013;11;1112;111201
2024;02;2024-02;VISEU;Viseu;POVOLIDE;Baixa Tensão;104416.63;18;1823;182320
2024;01;2024-01;AVEIRO;Águeda;UF TROFA SEGADAES LAMAS VOUGA;Baixa Tensão;1014757.265;01;0101;010126
2024;01;2024-01;BRAGA;Braga;UF NOGUEIRA FRAIAO E LAMACAES;Baixa Tensão;3240307.613;03;0303;030377
2024;01;2024-01;BRAGA;Guimarães;PONTE;Muito Alta, Alta e Média Tensões;2193460.776;03;0308;030838
2024;01;2024-01;BRAGA;Vila Verde;SABARIZ;Baixa Tensão;122901.539;03;0313;031340
2024;01;2024-01;CASTELO BRANCO;Fundão;CAPINHA;Baixa Tensão;76028.059;05;0504;050411
2024;01;2024-01;FARO;Loulé;UF QUERENCA TOR E BENAFIM;Muito Alta, Alta e Média Tensões;85004.774;08;0808;080812
2024;01;2024-01;GUARDA;Pinhel;AF SUL DE PINHEL;Baixa Tensão;68556.506;09;0910;091028
2024;01;2024-01;VILA REAL;Sabrosa;COVAS DO DOURO;Muito Alta, Alta e Média Tensões;45622.645;17;1710;171002
2024;01;2024-01;VISEU;Tondela;MOLELOS;Baixa Tensão;405134.918;18;1821;182111
2024;02;2024-02;BEJA;Moura;SOBRAL DA ADICA;Baixa Tensão;38361.182;02;0210;021008
2024;02;2024-02;PORTO;Paços de Ferreira;FRAZAO ARREIGADA;Muito Alta, Alta e Média Tensões;145829.617;13;1309;130917
2024;02;2024-02;SANTAREM;Alcanena;MINDE;Baixa Tensão;242136.837;14;1402;140206
2024;02;2024-02;SANTAREM;Salvaterra de Magos;UF GLORIA DO RIBATEJO E GRANHO;Muito Alta, Alta e Média Tensões;9320.675;14;1415;141507
2024;02;2024-02;SETUBAL;Barreiro;UF PALHAIS E COINA;Baixa Tensão;331344.136;15;1504;150411
2024;01;2024-01;GUARDA;Almeida;FREINEDA;Muito Alta, Alta e Média Tensões;7073.983;09;0902;090209
2024;01;2024-01;PORTO;Trofa;COVELAS;Baixa Tensão;323453.92;13;1318;131806
2024;01;2024-01;VIANA DO CASTELO;Vila Nova de Cerveira;LOIVO;Baixa Tensão;180076.366;16;1610;161007
2024;01;2024-01;VISEU;Oliveira de Frades;SAO JOAO DA SERRA;Baixa Tensão;65836.396;18;1810;181008
2024;01;2024-01;VISEU;Tabuaço;UF TAVORA E PEREIRO;Baixa Tensão;50150.661;18;1819;181921
2024;02;2024-02;COIMBRA;Figueira da Foz;PAIAO;Baixa Tensão;198899.44;06;0605;060523
2024;02;2024-02;LISBOA;Oeiras;UF CARNAXIDE E QUEIJAS;Muito Alta, Alta e Média Tensões;1601728.822;11;1110;111013
2024;02;2024-02;PORTO;Lousada;UF LUSTOSA E BARROSAS;Muito Alta, Alta e Média Tensões;224725.031;13;1305;130530
2024;02;2024-02;VISEU;Santa Comba Dão;UF S COMBA DAO COUTO MOSTEIRO;Muito Alta, Alta e Média Tensões;130633.292;18;1814;181411
2024;01;2024-01;BRAGA;Vieira do Minho;UF VENTOSA E COVA;Baixa Tensão;147575.987;03;0311;031126
2024;01;2024-01;GUARDA;Pinhel;VALE DO MASSUEIME;Muito Alta, Alta e Média Tensões;23339.581;09;0910;091034
2024;01;2024-01;SANTAREM;Tomar;UF SERRA E JUNCEIRA;Muito Alta, Alta e Média Tensões;12474.322;14;1418;141820
2024;01;2024-01;VISEU;Moimenta da Beira;CARIA;Baixa Tensão;87506.802;18;1807;180707
2024;02;2024-02;BEJA;Beja;CABECA GORDA;Baixa Tensão;86367.412;02;0205;020504
2024;02;2024-02;GUARDA;Vila Nova de Foz Côa;HORTA;Baixa Tensão;21396.181;09;0914;091407
2024;01;2024-01;CASTELO BRANCO;Covilhã;PAUL;Baixa Tensão;310799.117;05;0503;050314
2024;01;2024-01;COIMBRA;Oliveira do Hospital;UF ERVEDAL VILA FRANCA BEIRA;Baixa Tensão;240911.007;06;0611;061122
2024;01;2024-01;SANTAREM;Constância;SANTA MARGARIDA DA COUTADA;Muito Alta, Alta e Média Tensões;415363.901;14;1408;140803
2024;02;2024-02;AVEIRO;Castelo de Paiva;UF RAIVA PEDORIDO E PARAISO;Muito Alta, Alta e Média Tensões;239593.196;01;0106;010610
2024;02;2024-02;BRAGA;Vila Nova de Famalicão;VERMOIM;Baixa Tensão;183287.044;03;0312;031247
2024;02;2024-02;CASTELO BRANCO;Fundão;SOUTO DA CASA;Baixa Tensão;65422.253;05;0504;050426
2024;02;2024-02;EVORA;Reguengos de Monsaraz;REGUENGOS DE MONSARAZ;Muito Alta, Alta e Média Tensões;323256.627;07;0711;071104
2024;02;2024-02;LEIRIA;Alcobaça;BARRIO;Baixa Tensão;107537.607;10;1001;100104
2024;02;2024-02;LISBOA;Lisboa;AJUDA;Baixa Tensão;688953.884;11;1106;110601
2024;02;2024-02;VISEU;Santa Comba Dão;SAO JOANINHO;Baixa Tensão;59302.852;18;1814;181405
2024;01;2024-01;AVEIRO;Águeda;UF RECARDAES E ESPINHEL;Baixa Tensão;1092988.997;01;0101;010124
2024;01;2024-01;AVEIRO;Santa Maria da Feira;ESCAPAES;Baixa Tensão;572131.384;01;0109;010904
2024;01;2024-01;BRAGA;Guimarães;SELHO (SAO JORGE);Baixa Tensão;1330779.01;03;0308;030854
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;BRUFE;Baixa Tensão;405173.154;03;0312;031206
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;UF V NOVA FAMALICAO CALENDARIO;Baixa Tensão;4907801.583;03;0312;031260
2024;01;2024-01;BRAGA;Vila Verde;UF MARRANCOS E ARCOZELO;Baixa Tensão;197972.942;03;0313;031364
2024;01;2024-01;FARO;Lagos;LUZ;Muito Alta, Alta e Média Tensões;226992.164;08;0807;080703
2024;01;2024-01;FARO;Tavira;UF CONCEICAO CABANAS TAVIRA;Baixa Tensão;1434262.342;08;0814;081410
2024;01;2024-01;LISBOA;Odivelas;UF PONTINHA E FAMOES;Muito Alta, Alta e Média Tensões;563657.652;11;1116;111608
2024;01;2024-01;LISBOA;Torres Vedras;SILVEIRA;Baixa Tensão;2143449.596;11;1113;111316
2024;01;2024-01;PORTO;Paços de Ferreira;SEROA;Baixa Tensão;726065.157;13;1309;130916
2024;01;2024-01;VILA REAL;Vila Real;ABACAS;Baixa Tensão;153687.648;17;1714;171401
2024;02;2024-02;BRAGA;Vizela;UF CALDAS VIZELA;Baixa Tensão;738964.077;03;0314;031408
2024;02;2024-02;BRAGANCA;Bragança;BABE;Baixa Tensão;16543.592;04;0402;040203
2024;02;2024-02;BRAGANCA;Torre de Moncorvo;LOUSA;Baixa Tensão;13411.879;04;0409;040911
2024;02;2024-02;COIMBRA;Coimbra;UF COIMBRA;Muito Alta, Alta e Média Tensões;675130.28;06;0603;060334
2024;02;2024-02;GUARDA;Vila Nova de Foz Côa;CHAS;Baixa Tensão;12938.145;09;0914;091404
2024;02;2024-02;SANTAREM;Santarém;ABITUREIRAS;Baixa Tensão;66416.27;14;1416;141601
2024;02;2024-02;VIANA DO CASTELO;Monção;TANGIL;Baixa Tensão;43516.771;16;1604;160428
2024;02;2024-02;VILA REAL;Chaves;FAIOES;Baixa Tensão;40666.839;17;1703;170313
2024;02;2024-02;VILA REAL;Vila Real;PARADA DE CUNHOS;Baixa Tensão;96542.896;17;1714;171420
2024;02;2024-02;VISEU;Penalva do Castelo;ESMOLFE;Muito Alta, Alta e Média Tensões;30414.098;18;1811;181103
2024;01;2024-01;BRAGANCA;Alfândega da Fé;CEREJAIS;Baixa Tensão;31954.638;04;0401;040103
2024;01;2024-01;CASTELO BRANCO;Penamacor;UF PEDROGAO SAO PEDRO BEMPOSTA;Baixa Tensão;121059.695;05;0507;050714
2024;01;2024-01;EVORA;Montemor-o-Novo;CABRELA;Baixa Tensão;191587.082;07;0706;070601
2024;01;2024-01;LISBOA;Lisboa;BEATO;Baixa Tensão;2090271.269;11;1106;110607
2024;01;2024-01;LISBOA;Sobral de Monte Agraço;SANTO QUINTINO;Muito Alta, Alta e Média Tensões;151168.836;11;1112;111201
2024;01;2024-01;PORTO;Vila do Conde;VILAR DE PINHEIRO;Baixa Tensão;562670.611;13;1316;131630
2024;01;2024-01;VILA REAL;Chaves;PARADELA;Baixa Tensão;26358.257;17;1703;170322
2024;01;2024-01;VILA REAL;Valpaços;LEBUCAO FIAES E NOZELOS;Baixa Tensão;107271.762;17;1712;171233
2024;01;2024-01;VISEU;Tarouca;VARZEA DA SERRA;Muito Alta, Alta e Média Tensões;25740.645;18;1820;182009
2024;01;2024-01;VISEU;Viseu;FRAGOSELA;Baixa Tensão;680835.643;18;1823;182315
2024;02;2024-02;AVEIRO;Albergaria-a-Velha;SAO JOAO DE LOURE E FROSSOS;Muito Alta, Alta e Média Tensões;27915.71;01;0102;010210
2024;02;2024-02;AVEIRO;Ovar;MACEDA;Baixa Tensão;185280.33;01;0115;011504
2024;02;2024-02;BEJA;Aljustrel;SAO JOAO DE NEGRILHOS;Baixa Tensão;110220.088;02;0201;020104
2024;02;2024-02;BRAGA;Esposende;FORJAES;Muito Alta, Alta e Média Tensões;22665.967;03;0306;030608
2024;02;2024-02;COIMBRA;Figueira da Foz;FERREIRA-A-NOVA;Baixa Tensão;132967.797;06;0605;060521
2024;02;2024-02;LEIRIA;Óbidos;GAEIRAS;Baixa Tensão;235323.572;10;1012;101208
2024;02;2024-02;PORTO;Penafiel;RECEZINHOS (SAO MAMEDE);Baixa Tensão;103700.857;13;1311;131132
2024;02;2024-02;VILA REAL;Montalegre;UF PARADELA CONTIM E FIAES;Baixa Tensão;16254.722;17;1706;170639
2024;01;2024-01;AVEIRO;Santa Maria da Feira;SAO PAIO DE OLEIROS;Baixa Tensão;616667.342;01;0109;010918
2024;01;2024-01;BEJA;Beja;SAO MATIAS;Baixa Tensão;122457.438;02;0205;020516
2024;01;2024-01;BEJA;Odemira;SABOIA;Baixa Tensão;163229.329;02;0211;021103
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;LOUSADO;Muito Alta, Alta e Média Tensões;22199310.168;03;0312;031224
2024;01;2024-01;BRAGA;Vila Verde;LOUREIRA;Baixa Tensão;204847.62;03;0313;031325
2024;01;2024-01;BRAGANCA;Mogadouro;UF REMONDES E SOUTELO;Baixa Tensão;40533.152;04;0408;040831
2024;01;2024-01;PORTO;Santo Tirso;RORIZ;Muito Alta, Alta e Média Tensões;947902.578;13;1314;131419
2024;01;2024-01;SANTAREM;Abrantes;FONTES;Baixa Tensão;103411.898;14;1401;140118
2024;01;2024-01;SETUBAL;Alcácer do Sal;SAO MARTINHO;Muito Alta, Alta e Média Tensões;14906.552;15;1501;150105
2024;02;2024-02;BEJA;Beja;UF SANTA VITORIA E MOMBEJA;Muito Alta, Alta e Média Tensões;29347.519;02;0205;020523
2024;02;2024-02;BRAGA;Barcelos;UF VIATOD GRIMANCEL MINHOT FRA;Baixa Tensão;5163.657;03;0302;0302FG
2024;02;2024-02;SETUBAL;Moita;MOITA;Muito Alta, Alta e Média Tensões;207575.807;15;1506;150603
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;UF CARREIRA E BENTE;Muito Alta, Alta e Média Tensões;1215893.512;03;0312;031253
2024;01;2024-01;LEIRIA;Leiria;UF MONTE REAL E CARVIDE;Baixa Tensão;1106653.533;10;1009;100935
2024;01;2024-01;LISBOA;Mafra;UF MALVEIRA S MIGUEL ALCAINCA;Muito Alta, Alta e Média Tensões;1579040.645;11;1109;110921
2024;01;2024-01;SANTAREM;Santarém;ALMOSTER;Muito Alta, Alta e Média Tensões;224503.866;14;1416;141606
2024;01;2024-01;VIANA DO CASTELO;Caminha;UF GONDAR E ORBACEM;Baixa Tensão;80055.641;16;1602;160223
2024;01;2024-01;VIANA DO CASTELO;Ponte de Lima;FONTAO;Muito Alta, Alta e Média Tensões;148276.445;16;1607;160721
2024;02;2024-02;BRAGA;Vila Nova de Famalicão;POUSADA DE SARAMAGOS;Baixa Tensão;162373.88;03;0312;031232
2024;02;2024-02;LISBOA;Arruda dos Vinhos;ARRUDA DOS VINHOS;Muito Alta, Alta e Média Tensões;118624.922;11;1102;110202
2024;02;2024-02;LISBOA;Vila Franca de Xira;VILA FRANCA DE XIRA;Baixa Tensão;1024469.844;11;1114;111409
2024;02;2024-02;SANTAREM;Almeirim;FAZENDAS DE ALMEIRIM;Baixa Tensão;420008.203;14;1403;140303
2024;02;2024-02;VISEU;Moimenta da Beira;UF PARADINHA E NAGOSA;Muito Alta, Alta e Média Tensões;114636.549;18;1807;180721
2024;01;2024-01;BRAGANCA;Miranda do douro;PALACOULO;Muito Alta, Alta e Média Tensões;64942.999;04;0406;040609
2024;01;2024-01;GUARDA;Sabugal;BENDADA;Baixa Tensão;96254.72;09;0911;091110
2024;01;2024-01;LEIRIA;Alvaiázere;ALVAIAZERE;Baixa Tensão;511318.594;10;1002;100208
2024;01;2024-01;PORTALEGRE;Fronteira;SAO SATURNINO;Muito Alta, Alta e Média Tensões;8906.132;12;1208;120803
2024;01;2024-01;PORTO;Felgueiras;UF VILA COVA LIXA BORBA GODIM;Muito Alta, Alta e Média Tensões;284026.147;13;1303;130339
2024;01;2024-01;PORTO;Vila Nova de Gaia;UF PEDROSO E SEIXEZELO;Baixa Tensão;4095697.04;13;1317;131728
2024;01;2024-01;SANTAREM;Entroncamento;NOSSA SENHORA DE FATIMA;Muito Alta, Alta e Média Tensões;619461.963;14;1410;141002
2024;01;2024-01;SANTAREM;Vila Nova da Barquinha;VILA NOVA DA BARQUINHA;Baixa Tensão;766996.681;14;1420;142006
2024;01;2024-01;VIANA DO CASTELO;Arcos de Valdevez;UF GUILHADESES E SANTAR;Baixa Tensão;231794.305;16;1601;160157
2024;01;2024-01;VISEU;Mortágua;CERCOSA;Baixa Tensão;33993.812;18;1808;180802
2024;01;2024-01;VISEU;Vila Nova de Paiva;TOURO;Baixa Tensão;194422.349;18;1822;182205
2024;02;2024-02;BRAGANCA;Bragança;UF SE SANTA MARIA E MEIXEDO;Muito Alta, Alta e Média Tensões;314192.425;04;0402;040257
2024;02;2024-02;BRAGANCA;Macedo de Cavaleiros;VALE DA PORCA;Baixa Tensão;9833.543;04;0405;040533
2024;02;2024-02;CASTELO BRANCO;Idanha-a-Nova;ROSMANINHAL;Baixa Tensão;41291.929;05;0505;050512
2024;02;2024-02;PORTO;Amarante;UF BUSTELO CARNEIRO E CARV REI;Muito Alta, Alta e Média Tensões;1084.192;13;1301;130143
2024;02;2024-02;PORTO;Santo Tirso;AGRELA;Muito Alta, Alta e Média Tensões;25442.629;13;1314;131401
2024;02;2024-02;SETUBAL;Alcácer do Sal;UF ALCACER SAL E SANTA SUSANA;Baixa Tensão;678914.602;15;1501;150107
2024;02;2024-02;VIANA DO CASTELO;Ponte de Lima;BRANDARA;Baixa Tensão;25327.148;16;1607;160710
2024;02;2024-02;VILA REAL;Chaves;AGUAS FRIAS;Baixa Tensão;31006.225;17;1703;170301
2024;01;2024-01;BRAGA;Barcelos;AIRO;Muito Alta, Alta e Média Tensões;38498.22;03;0302;030205
2024;01;2024-01;COIMBRA;Tábua;UF ESPARIZ E SINDE;Muito Alta, Alta e Média Tensões;561333.775;06;0616;061618
2024;01;2024-01;FARO;Faro;UF FARO (SE E SAO PEDRO);Baixa Tensão;10720851.159;08;0805;080508
2024;01;2024-01;GUARDA;Gouveia;NESPEREIRA;Baixa Tensão;130697.893;09;0906;090612
2024;01;2024-01;LEIRIA;Alcobaça;ALFEIZERAO;Muito Alta, Alta e Média Tensões;573554.137;10;1001;100102
2024;01;2024-01;SANTAREM;Abrantes;UF ALDEIA DO MATO E SOUTO;Muito Alta, Alta e Média Tensões;161985.268;14;1401;140121
2024;01;2024-01;SANTAREM;Almeirim;FAZENDAS DE ALMEIRIM;Muito Alta, Alta e Média Tensões;59058.455;14;1403;140303
2024;01;2024-01;SANTAREM;Tomar;UF ALEM DA RIBEIRA E PEDREIRA;Baixa Tensão;213117.156;14;1418;141817
2024;01;2024-01;LEIRIA;Leiria;REGUEIRA DE PONTES;Baixa Tensão;724660.201;10;1009;100921
2024;01;2024-01;VIANA DO CASTELO;Viana do Castelo;ALVARAES;Muito Alta, Alta e Média Tensões;753188.645;16;1609;160902
2024;02;2024-02;LISBOA;Lisboa;SANTA CLARA;Baixa Tensão;953547.594;11;1106;110664
2024;02;2024-02;VISEU;Viseu;SAO CIPRIANO E VIL DE SOUTO;Baixa Tensão;114192.703;18;1823;182340
2024;01;2024-01;BRAGA;Guimarães;UF B S SALVADOR E B S LEOCADIA;Muito Alta, Alta e Média Tensões;290165.095;03;0308;030880
2024;01;2024-01;GUARDA;Guarda;RAMELA;Baixa Tensão;30976.241;09;0907;090734
2024;02;2024-02;AVEIRO;Santa Maria da Feira;PACOS DE BRANDAO;Muito Alta, Alta e Média Tensões;510714.326;01;0109;010919
2024;02;2024-02;BRAGA;Guimarães;COSTA;Muito Alta, Alta e Média Tensões;38496.679;03;0308;030812
2024;02;2024-02;BRAGA;Póvoa de Lanhoso;MONSUL;Baixa Tensão;37174.285;03;0309;030917
2024;02;2024-02;CASTELO BRANCO;Idanha-a-Nova;PENHA GARCIA;Baixa Tensão;45558.986;05;0505;050510
2024;02;2024-02;FARO;Faro;SANTA BARBARA DE NEXE;Baixa Tensão;605217.925;08;0805;080503
2024;02;2024-02;LEIRIA;Porto de Mós;UF ARRIMAL E MENDIGA;Baixa Tensão;106220.163;10;1016;101616
2024;02;2024-02;LISBOA;Mafra;UF ENXARA BISPO GRADIL ROSARIO;Baixa Tensão;288062.972;11;1109;110919
2024;02;2024-02;SANTAREM;Cartaxo;PONTEVEL;Muito Alta, Alta e Média Tensões;508516.577;14;1406;140604
2024;02;2024-02;SANTAREM;Coruche;SAO JOSE DA LAMAROSA;Muito Alta, Alta e Média Tensões;81987.775;14;1409;140903
2024;02;2024-02;VISEU;Penalva do Castelo;INSUA;Baixa Tensão;172280.53;18;1811;181105
2024;01;2024-01;AVEIRO;Vale de Cambra;SAO PEDRO DE CASTELOES;Muito Alta, Alta e Média Tensões;89585.677;01;0119;011902
2024;01;2024-01;BEJA;Mértola;MERTOLA;Baixa Tensão;663770.656;02;0209;020904
2024;01;2024-01;BRAGA;Guimarães;UF S MARIA S SALVADOR GONDOMAR;Muito Alta, Alta e Média Tensões;490297.742;03;0308;030890
2024;01;2024-01;COIMBRA;Figueira da Foz;FERREIRA-A-NOVA;Baixa Tensão;406922.203;06;0605;060521
2024;01;2024-01;LEIRIA;Caldas da Rainha;SALIR DE MATOS;Muito Alta, Alta e Média Tensões;330179.293;10;1006;100609
2024;01;2024-01;SETUBAL;Almada;UF LARANJEIRO E FEIJO;Baixa Tensão;6831533.091;15;1503;150315
2024;02;2024-02;AVEIRO;Aveiro;UF GLORIA E VERA CRUZ;Baixa Tensão;2377909.835;01;0105;010517
2024;02;2024-02;BRAGA;Barcelos;RIO COVO (SANTA EUGENIA);Muito Alta, Alta e Média Tensões;43785.347;03;0302;030265
2024;02;2024-02;FARO;Alcoutim;GIOES;Baixa Tensão;11317.051;08;0802;080202
2024;02;2024-02;PORTO;Porto;PARANHOS;Baixa Tensão;4114282.562;13;1312;131210
2024;02;2024-02;PORTO;Trofa;UF ALVARELHOS E GUIDOES;Muito Alta, Alta e Média Tensões;1064587.936;13;1318;131809
2024;02;2024-02;SANTAREM;Coruche;UF CORUCHE FAJARDA E ERRA;Baixa Tensão;757756.441;14;1409;140909
2024;02;2024-02;VISEU;Santa Comba Dão;SAO JOAO DE AREIAS;Muito Alta, Alta e Média Tensões;26923.485;18;1814;181406
2024;01;2024-01;AVEIRO;Santa Maria da Feira;LOUROSA;Muito Alta, Alta e Média Tensões;597529.712;01;0109;010913
2024;01;2024-01;BRAGA;Braga;UF GUISANDE E OLIVEIRA;Baixa Tensão;171256.977;03;0303;030372
2024;01;2024-01;BRAGA;Fafe;SILVARES (SAO MARTINHO);Muito Alta, Alta e Média Tensões;849992.11;03;0307;030729
2024;01;2024-01;PORTALEGRE;Gavião;BELVER;Baixa Tensão;169209.246;12;1209;120902
2024;01;2024-01;VIANA DO CASTELO;Paredes de Coura;RUBIAES;Baixa Tensão;95631.572;16;1605;160520
2024;01;2024-01;VISEU;Cinfães;TENDAIS;Muito Alta, Alta e Média Tensões;25555.998;18;1804;180416
2024;02;2024-02;AVEIRO;Anadia;UF A DA GANDARA BAIRRO E ANCAS;Baixa Tensão;169003.677;01;0103;010316
2024;02;2024-02;BRAGA;Vila Nova de Famalicão;VALE (SAO MARTINHO);Baixa Tensão;126382.195;03;0312;031241
2024;02;2024-02;BRAGANCA;Vinhais;TUIZELO;Baixa Tensão;16834.39;04;0412;041226
2024;02;2024-02;GUARDA;Celorico da Beira;LAJEOSA DO MONDEGO;Muito Alta, Alta e Média Tensões;4474.128;09;0903;090307
2024;02;2024-02;GUARDA;Sabugal;ALFAIATES;Baixa Tensão;26597.505;09;0911;091107
2024;02;2024-02;PORTO;Vila Nova de Gaia;OLIVEIRA DO DOURO;Muito Alta, Alta e Média Tensões;515055.614;13;1317;131712
2024;02;2024-02;VIANA DO CASTELO;Valença;SAO PEDRO DA TORRE;Muito Alta, Alta e Média Tensões;144144.311;16;1608;160812
2024;02;2024-02;VILA REAL;Montalegre;SALTO;Muito Alta, Alta e Média Tensões;7124.677;17;1706;170626
2024;01;2024-01;AVEIRO;Santa Maria da Feira;PACOS DE BRANDAO;Muito Alta, Alta e Média Tensões;1442574.674;01;0109;010919
2024;01;2024-01;CASTELO BRANCO;Covilhã;BOIDOBRA;Baixa Tensão;727773.305;05;0503;050305
2024;01;2024-01;COIMBRA;Coimbra;UF SOUSELAS E BOTAO;Baixa Tensão;666753.238;06;0603;060339
2024;01;2024-01;FARO;Faro;MONTENEGRO;Muito Alta, Alta e Média Tensões;1756278.352;08;0805;080506
2024;01;2024-01;VIANA DO CASTELO;Monção;MERUFE;Baixa Tensão;130411.787;16;1604;160415
2024;01;2024-01;VISEU;Cinfães;SOUSELO;Baixa Tensão;437404.939;18;1804;180414
